producto_id,nombre_producto,descripcion,sku,precio,cantidad_disponible,activo,catalogo_id,nombre_catalogo,marca_id,nombre_marca,linea_id,nombre_linea,categorias,proveedor_nombre,proveedor_direccion,proveedor_telefono,proveedor_email
227,Yoga Wheel,Supportive yoga wheel for deep stretching and balance.,1f55b999-7708-4532-b78b-57b89250c721,34.99,872,false,16,Beauty16,3,ZMAX,95,Yoga Equipment,Fitness,Avavee,39 Meadow Vale Road,997-805-4492,bbananeq7@sphinn.com
279,Key Finder,Bluetooth-enabled key tracker to find lost items easily.,5874bfa9-3125-4ef4-8a39-554e8031ba12,19.99,855,false,16,Beauty16,83,Oxycodone and Acetaminophen,93,Tech Accessories,Accessories,Avavee,39 Meadow Vale Road,997-805-4492,bbananeq7@sphinn.com
392,Chocolate Chip Muffins,Fresh baked chocolate chip muffins for breakfast.,8d4ef5a8-5e19-4762-9d3f-de317b380943,3.99,251,true,16,Beauty16,12,Bodycology white gardenia anti-bacterial foaming hand soap,83,Muffins,Food - Bakery,Avavee,39 Meadow Vale Road,997-805-4492,bbananeq7@sphinn.com
405,Vegetable Spring Rolls,Crispy spring rolls filled with vegetables,3c1f824e-a7c8-48a3-a282-3aa3f47637b8,6.49,581,false,16,Beauty16,100,Okra,92,Frozen Appetizers,Food - Frozen Foods,Avavee,39 Meadow Vale Road,997-805-4492,bbananeq7@sphinn.com
510,Organic Apples,Crisp and delicious organic apples.,fd212283-c8b7-4b3d-b998-9daecf778d43,1.89,338,true,16,Beauty16,4,Atenolol,12,Fruits,Food - Produce,Avavee,39 Meadow Vale Road,997-805-4492,bbananeq7@sphinn.com
517,Maple Cinnamon Granola,"Crunchy granola mixed with maple syrup and cinnamon, perfect for breakfast or snacks.",e4954555-72b8-4489-9280-1e919f00e4b0,4.29,74,false,16,Beauty16,6,Carvedilol,13,Granola,Food - Cereals,Avavee,39 Meadow Vale Road,997-805-4492,bbananeq7@sphinn.com
551,Organic Spinach,"Fresh organic spinach, great for salads or cooking.",51aabb29-523a-4567-8267-5453765ec9a4,2.99,923,true,16,Beauty16,48,cold relief,14,Leafy Greens,Food - Produce,Avavee,39 Meadow Vale Road,997-805-4492,bbananeq7@sphinn.com
629,Overnight Hiking Backpack,Durable backpack with ample storage for outdoor adventures.,6bfb0c13-f16a-4d8d-8477-7e25d39d8d44,79.99,509,true,16,Beauty16,100,Glycopyrrolate,88,Camping Equipment,Outdoor,Avavee,39 Meadow Vale Road,997-805-4492,bbananeq7@sphinn.com
725,Sea Salt Caramel Brownie,Moist brownie topped with sea salt and caramel drizzle.,30a10594-ee29-462a-aa7d-9b03b48fdd7a,2.49,208,true,16,Beauty16,96,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,31,Desserts,Food - Bakery,Avavee,39 Meadow Vale Road,997-805-4492,bbananeq7@sphinn.com
788,Chicken Sausage,"Flavorful chicken sausage, low in fat and fully cooked.",9ea7018e-2327-4738-be1c-8e1d4cb38bc2,6.99,408,true,16,Beauty16,33,LANOXIN,65,Poultry,Food - Meat,Avavee,39 Meadow Vale Road,997-805-4492,bbananeq7@sphinn.com
840,Reusable Produce Bags Set,Eco-friendly mesh bags for shopping produce at the market.,43d0dc57-201d-459b-8119-17c890348653,14.99,957,true,16,Beauty16,62,Green Guard Pain and Ache Relief,100,Eco-Friendly Kitchen Products,Kitchen,Avavee,39 Meadow Vale Road,997-805-4492,bbananeq7@sphinn.com
859,Tofu,"Firm tofu, a great plant-based protein option.",757a4d13-9c69-4be8-9888-9fe0690384c8,2.49,911,true,16,Beauty16,2,Venlafaxine Hydrochloride,7,Plant-Based Proteins,Food - Meat Alternatives,Avavee,39 Meadow Vale Road,997-805-4492,bbananeq7@sphinn.com
905,Lightweight Rain Jacket,"Water-resistant jacket ideal for outdoor activities, featuring a packable design.",759a142c-b09f-4aa4-8c6b-8595287f8fa9,79.99,1000,true,16,Beauty16,16,FENTANYL CITRATE,34,Outerwear,Clothing - Outerwear,Avavee,39 Meadow Vale Road,997-805-4492,bbananeq7@sphinn.com
921,Rustic Italian Bread,"Freshly baked rustic bread, perfect for sandwiches or dipping in olive oil.",e96b1859-99ce-4d4c-83e2-883209191b9c,3.59,651,true,16,Beauty16,79,Shopko Antibacterial Deep Cleansing Hand,89,Breads,Food - Bakery,Avavee,39 Meadow Vale Road,997-805-4492,bbananeq7@sphinn.com
956,Noise Cancelling Ear Muffs,Ear protection for shooting and industrial use.,763496e5-f164-46b6-a4bd-941ab16bc9ea,24.99,714,false,16,Beauty16,0,Diclofenac Sodium,98,Hearing Protection,Safety,Avavee,39 Meadow Vale Road,997-805-4492,bbananeq7@sphinn.com
990,Leather Biker Jacket,Stylish black leather jacket featuring a zip-up front and multiple pockets.,b5afa772-86d6-4c7b-9293-5767db44b81c,129.99,982,false,23,Beauty23,46,Naloxone Hydrochloride,28,Jackets,Clothing - Outerwear,Quire,87 Gulseth Crossing,729-736-2410,jtabartrh@youtube.com
8,Raspberry Limeade,Sweet and tangy raspberry lime beverage,b15c777a-7574-4845-9204-0a52432d5bbd,1.99,670,true,24,Beauty24,39,Trimethoprim,48,Juice,Food - Beverages,Viva,87 Gulseth Crossing,729-736-2410,jtabartrh@youtube.com
231,Electric Wax Warmer,Wax warmer for creating a soothing atmosphere with fragrances.,36eb8ef3-1d84-4b2c-b171-b0b1c9c484b2,22.99,899,false,24,Beauty24,30,Lansoprazole,77,Home Fragrance & Accessories,Home,Viva,87 Gulseth Crossing,729-736-2410,jtabartrh@youtube.com
290,Reusable Coffee Filter,Eco-friendly coffee filter for brewing.,8831e331-8b57-4e28-8505-3de51acbeeba,10.99,29,false,24,Beauty24,86,Oxygen,7,Coffee Accessories,Kitchen,Viva,87 Gulseth Crossing,729-736-2410,jtabartrh@youtube.com
332,Radish Chips,"Crispy baked radish chips, a healthy snack alternative.",b4f3e8ba-55cb-4a70-8945-a86ca784faf7,2.89,507,true,24,Beauty24,31,CareOne Triacting Night Time Cold and Cough,73,Savory Snacks,Food - Snacks,Viva,87 Gulseth Crossing,729-736-2410,jtabartrh@youtube.com
354,Roasted Vegetable Medley,A mix of frozen roasted vegetables for an easy side dish.,75cf85bf-bdb2-45c7-a523-6616f0ee62c9,3.99,427,false,24,Beauty24,80,laura mercier Tinted Moisturizer Creme Compact Broad Spectrum SPF 20 Sunscreen MOCHA,84,Frozen Vegetables,Food - Frozen Foods,Viva,87 Gulseth Crossing,729-736-2410,jtabartrh@youtube.com
374,Kids' Activity Book,Fun book filled with puzzles and games for kids.,750847d7-dd4c-44a3-a1fe-ce6b239d03c2,14.99,638,false,24,Beauty24,83,Pravastatin sodium,98,Children's Educational Books,Books,Viva,87 Gulseth Crossing,729-736-2410,jtabartrh@youtube.com
486,Bamboo Bathtub Caddy,"Expandable caddy for holding books, phones, and snacks while in the bath.",1bb01e68-cd19-4826-a10c-249cf76d8b68,34.99,767,true,24,Beauty24,73,Nite-Time Cold and Flu,82,Home Organization,Home,Viva,87 Gulseth Crossing,729-736-2410,jtabartrh@youtube.com
561,Organic Coconut Sugar,"A natural sweetener made from coconut sap, a healthier alternative to sugar.",1c69f13a-8390-4acb-9eba-3bad371281c2,4.19,108,true,24,Beauty24,69,OXYGEN,2,Baking Ingredients,Food - Baking Goods,Viva,87 Gulseth Crossing,729-736-2410,jtabartrh@youtube.com
800,Spicy Kimchi,"Traditional Korean fermented vegetables, packed with flavor.",8af18ccf-438b-48c7-a16a-6e7dfc99997f,4.79,541,true,24,Beauty24,80,CYCLOBENZAPRINE HYDROCHLORIDE,64,Fermented Condiments,Food - Condiments,Viva,87 Gulseth Crossing,729-736-2410,jtabartrh@youtube.com
833,Sweet Pea Hummus,Creamy hummus made with sweet peas and tahini.,2cc8f5b6-ac80-4b09-922f-f3a817095489,4.29,254,false,24,Beauty24,22,Good Sense itchy eye,67,Vegetable Dips,Food - Dips,Viva,87 Gulseth Crossing,729-736-2410,jtabartrh@youtube.com
924,Pumpkin Pie Spice,A blend of spices that brings the taste of fall to your baked goods.,66575370-7c83-4ff3-94a8-f98d4628d0dd,2.99,660,true,24,Beauty24,73,SHISEIDO RADIANT LIFTING FOUNDATION,23,Baking Ingredients,Food - Baking,Viva,87 Gulseth Crossing,729-736-2410,jtabartrh@youtube.com
890,Plant-Based Meal Prep Containers,Eco-friendly meal prep containers for healthy eating.,ccc762b6-dfd5-4ece-a2e0-ab0e08f88750,18.99,312,true,92,Beauty92,24,ESIKA HD COLOR HIGH DEFINITION COLOR SPF 20,33,Food Storage Solutions,Kitchen,Vipe,7556 Dwight Park,810-236-8119,dmccloryop@bing.com
12,Handheld Garment Steamer,Quick and easy way to remove wrinkles from clothes.,371e48d0-adea-4b2f-87bb-2d41ed2cc685,34.99,796,false,93,Beauty93,96,Alcohol,82,Home Appliances,Home,Buzzdog,7556 Dwight Park,810-236-8119,dmccloryop@bing.com
43,Overnight Hiking Backpack,Durable backpack with ample storage for outdoor adventures.,e7b92c1e-3abf-4df1-b01b-c21e4fd469a4,79.99,789,false,93,Beauty93,90,Metolazone,60,Camping Equipment,Outdoor,Buzzdog,7556 Dwight Park,810-236-8119,dmccloryop@bing.com
489,Glass Food Containers,BPA-free glass containers for safe food storage.,9b7469ab-4dd1-44c1-8eb4-efdee77da54d,34.99,810,false,93,Beauty93,43,Head and Shoulders 2in1,73,Food Storage Solutions,Kitchen,Buzzdog,7556 Dwight Park,810-236-8119,dmccloryop@bing.com
742,Automatic Pet Feeder,Programmable pet feeder for scheduled meals.,2daa78af-2e4e-428e-aa6f-85caba147be0,69.99,135,false,93,Beauty93,87,Standardized Cat Hair,71,Pet Feeding Supplies,Pets,Buzzdog,7556 Dwight Park,810-236-8119,dmccloryop@bing.com
935,Electric Hot Pot,Compact electric pot for hot pot dining at home.,8a163065-ffa0-41bb-897d-ad79f1d5aa14,49.99,767,false,93,Beauty93,63,"Fentanyl Citrate, Bupivacaine HCl",10,Cookware,Kitchen,Buzzdog,7556 Dwight Park,810-236-8119,dmccloryop@bing.com
826,Electric Food Slicer,"Versatile slicer for meats, cheeses, and vegetables.",5271a4de-5086-4dda-a16b-e090d4e0b33b,99.99,513,true,9,Books9,88,PROCRIT,58,Food Preparation Tools,Kitchen,Flashset,95 Manufacturers Plaza,945-438-3758,mpennmx@google.com
5,Smartphone Tripod,Adjustable tripod for smartphones and cameras.,0787604c-93a1-49be-9018-a111b85fbb77,29.99,380,false,10,Books10,43,Ranitidine,81,Tripods & Accessories,Photography,Wordify,95 Manufacturers Plaza,945-438-3758,mpennmx@google.com
65,Comfort Flats,Everyday flats that combine comfort and style.,8e0311d0-5803-4f4f-9a67-3e24ca970ddb,44.99,756,false,10,Books10,24,Phos-Flur Ortho Defense,91,Casual Footwear,Clothing - Shoes,Wordify,95 Manufacturers Plaza,945-438-3758,mpennmx@google.com
124,Travel Mug,Stainless steel travel mug with spill-proof lid.,ad181097-c34e-4281-b457-aec782d9d675,18.99,42,false,10,Books10,11,Secret Antiperspirant,1,Drinkware,Kitchen,Wordify,95 Manufacturers Plaza,945-438-3758,mpennmx@google.com
136,Sliced Turkey Breast,"Oven-roasted sliced turkey, perfect for sandwiches.",4c5ddfaa-14a8-4eab-83b5-4944621b6459,5.49,415,true,10,Books10,99,CLE DE PEAU BEAUTE FOUNDATION L,56,Deli Meats,Food - Deli Meats,Wordify,95 Manufacturers Plaza,945-438-3758,mpennmx@google.com
197,Pepperoni Pizza Rolls,"Savory pizza rolls filled with pepperoni and cheese, ready to bake and enjoy in minutes.",d2297f8a-e89f-4270-8d96-1275c919b336,6.99,145,true,10,Books10,53,spironolactone,71,Savory Snacks,Food - Snacks,Wordify,95 Manufacturers Plaza,945-438-3758,mpennmx@google.com
282,Weighted Blanket for Adults,A calming blanket that provides gentle pressure for relaxation.,900624b1-4422-4184-9bfc-5f089b8b6e13,59.99,175,true,10,Books10,1,Trazodone Hydrochloride,18,Sleep & Relaxation,Health,Wordify,95 Manufacturers Plaza,945-438-3758,mpennmx@google.com
550,Pet Hair Vacuum Cleaner Attachment,Specialized attachment for removing pet hair from surfaces.,5dbbd2b6-2225-4059-8788-3a1a59b0bd67,14.99,97,false,10,Books10,6,Handy Solutions LISTERINE ANTISEPTIC MOUTHWASH,81,Grooming Supplies,Pets,Wordify,95 Manufacturers Plaza,945-438-3758,mpennmx@google.com
814,Cinnamon Apple Sauce,Delicious apple sauce with a hint of cinnamon,950ef2dc-22b7-49b1-8289-a756cb6940f8,2.49,753,false,10,Books10,57,Ecolab,70,Sauces & Condiments,Food - Canned Goods,Wordify,95 Manufacturers Plaza,945-438-3758,mpennmx@google.com
815,Chopping Board,Reversible bamboo chopping board for food prep.,eac13d97-1baa-418b-9cfc-03ac31fed339,29.99,380,true,10,Books10,90,Sugar Cane,64,Cutting Boards & Utensils,Kitchen,Wordify,95 Manufacturers Plaza,945-438-3758,mpennmx@google.com
857,Greek Yogurt,Creamy Greek yogurt packed with protein and probiotics.,41e3ae1d-3b62-470c-855b-4118eec7a1e7,1.99,448,true,10,Books10,9,BHI Mucus,20,Yogurt,Food - Dairy,Wordify,95 Manufacturers Plaza,945-438-3758,mpennmx@google.com
762,Antique Style Clock,Nostalgic clock that adds charm to any room.,114e651f-c892-45c8-9009-4de2b22370c5,39.99,339,true,67,Books67,15,Levothyroxine Sodium,75,Decorative Wall Art & Accessories,Home,Tanoodle,1886 Hudson Pass,127-882-5144,mocosgral5@answers.com
28,Greek Feta Cheese,Creamy and crumbly cheese for salads and dishes.,52aefe5c-60ec-410d-bc10-554c473b3f17,4.99,514,false,68,Books68,20,Droperidol,23,Cheese,Food - Dairy,Bubblebox,1886 Hudson Pass,127-882-5144,mocosgral5@answers.com
74,Eco-Friendly Yoga Blocks,Sustainable foam blocks for yoga practice.,2583f174-038b-445f-8a84-fc33277336c7,15.99,753,true,68,Books68,1,Dove,93,Yoga Equipment,Fitness,Bubblebox,1886 Hudson Pass,127-882-5144,mocosgral5@answers.com
111,Wireless Gaming Headset,Comfortable headset with surround sound for immersive gaming.,a0bf61f8-9d1d-4650-ab01-76da3f32ad04,89.99,547,false,68,Books68,23,AHC Vital Complex C-15 Ampoule,8,Gaming Accessories,Gaming,Bubblebox,1886 Hudson Pass,127-882-5144,mocosgral5@answers.com
179,Multi-Function Smartphone Holder,"Versatile holder that can be used on desks, cars, and more.",9c237247-ef60-45e0-80b6-0061a6e0fd98,12.99,69,false,68,Books68,60,CETAPHIL,38,Mobile Accessories,Electronics,Bubblebox,1886 Hudson Pass,127-882-5144,mocosgral5@answers.com
319,Hiking Boots,Comfortable hiking boots for outdoor adventures.,917b2afd-e072-4090-b5cf-99661c1b91fe,79.99,739,true,68,Books68,56,OXYGEN,65,Outdoor Footwear,Footwear,Bubblebox,1886 Hudson Pass,127-882-5144,mocosgral5@answers.com
493,Coconut Lime Rice,"Flavorful rice mixed with coconut and lime, a tropical side dish.",37407a7d-2dee-49b6-804c-4d18effc6720,2.99,528,false,68,Books68,58,Mr Dudleys Topical Pain Relief,86,Grains,Food - Sides,Bubblebox,1886 Hudson Pass,127-882-5144,mocosgral5@answers.com
539,Sweet Potatoes,"Sweet and nutritious potatoes, great for roasting.",83623490-61ee-4367-93f4-79f43a451409,0.89,111,false,68,Books68,91,Dioscorea batata Special Order,4,Root Vegetables,Food - Produce,Bubblebox,1886 Hudson Pass,127-882-5144,mocosgral5@answers.com
552,Smart Water Bottle with Hydration Reminder,Bottle that tracks your water intake and reminds you to drink.,0faf60fa-106b-4830-9f7c-2a4f33bbe642,39.99,470,true,68,Books68,2,Biotox Para,65,Health & Wellness Tools,Fitness,Bubblebox,1886 Hudson Pass,127-882-5144,mocosgral5@answers.com
575,Pepperoni Pizza Roll-Ups,"Savory pizza filled with pepperoni and cheese, ready to microwave.",663a46b4-3bb0-4dee-a311-1b1608f13f59,5.99,432,false,68,Books68,4,Albuterol Sulfate,55,Frozen Snacks,Food - Frozen Foods,Bubblebox,1886 Hudson Pass,127-882-5144,mocosgral5@answers.com
594,Face Mask Set,Set of five reusable fabric face masks.,34872dab-3127-47bd-aa38-bcca3f87bc69,19.99,346,true,68,Books68,42,Desquam-X,93,Personal Care & Grooming,Health,Bubblebox,1886 Hudson Pass,127-882-5144,mocosgral5@answers.com
688,Summer Tank Dress,"A lightweight tank dress, ideal for warm weather outings.",d8153992-cf89-448a-adfc-4769b514957f,39.99,29,true,68,Books68,84,flormar REBORN BB SUNSCREEN BROAD SPECTRUM SPF 30 CP33 Chocolate,25,Casual Dresses,Clothing - Dresses,Bubblebox,1886 Hudson Pass,127-882-5144,mocosgral5@answers.com
701,Greek Feta Cheese,Creamy and crumbly cheese for salads and dishes.,5f22a645-2e37-4c67-984f-e27f718d77a1,4.99,467,false,68,Books68,26,Quercetin Phenolic,43,Cheese,Food - Dairy,Bubblebox,1886 Hudson Pass,127-882-5144,mocosgral5@answers.com
703,Digital Photo Frame,Wi-Fi-enabled digital frame for displaying photos.,dd4c76f3-095a-49f3-b5fa-2fe6ada6f07d,79.99,684,false,68,Books68,58,TRAZODONE HYDROCHLORIDE,22,Decorative Wall Art & Accessories,Home,Bubblebox,1886 Hudson Pass,127-882-5144,mocosgral5@answers.com
888,Folding Pocket Knife,Compact knife with safety lock for everyday use.,32b36c6c-87b2-4268-8daf-005f260cd35c,24.99,789,true,68,Books68,36,Carvedilol,40,Hand Tools,Tools,Bubblebox,1886 Hudson Pass,127-882-5144,mocosgral5@answers.com
572,Sun Protection Clothing,UV-blocking clothing for outdoor activities.,a121001d-cc60-47a7-bbf9-9330f16e481d,44.99,848,false,86,Books86,39,Fludrocortisone Acetate,86,Outdoor Apparel,Clothing,Centizu,18819 Stone Corner Junction,418-108-6689,cdomencfv@biglobe.ne.jp
128,Stainless Steel Grater,Multi-functional grater for cheese and vegetables.,c29f6952-1955-48b8-9852-1737bd43191e,14.99,57,true,87,Books87,100,Venlafaxine Hydrochloride,86,Kitchen Gadgets,Kitchen,Blognation,18819 Stone Corner Junction,418-108-6689,cdomencfv@biglobe.ne.jp
256,Carrot Sticks,"Freshly cut carrot sticks, perfect for snacking.",e27728fc-f976-4260-acfc-9c56376881b0,2.49,746,true,87,Books87,35,Lovastatin,87,Vegetable Snacks,Food - Produce,Blognation,18819 Stone Corner Junction,418-108-6689,cdomencfv@biglobe.ne.jp
357,Organic Coconut Water,Refreshing coconut water packed with electrolytes for hydration.,71c900c7-e22d-491d-9c3f-4ab3f94a1669,2.79,922,true,87,Books87,4,Imipramine Hydrochloride,7,Natural Beverages,Food - Beverages,Blognation,18819 Stone Corner Junction,418-108-6689,cdomencfv@biglobe.ne.jp
747,Travel Orthopedic Pillow,Supportive pillow that provides comfort while traveling.,ee2d9ff7-e8c3-4f20-925c-8de1b749129a,24.99,317,false,87,Books87,10,Zinc Oxide,53,Travel Accessories,Travel,Blognation,18819 Stone Corner Junction,418-108-6689,cdomencfv@biglobe.ne.jp
776,Multi-Cooker,Versatile multi-cooker for pressure cooking and slow cooking.,323464e8-b09e-46d1-90be-7698625ec2b0,89.99,858,false,87,Books87,90,Levetiracetam,27,Cooking Appliances,Kitchen,Blognation,18819 Stone Corner Junction,418-108-6689,cdomencfv@biglobe.ne.jp
993,Mini Hand Gesture Drone,Toy drone that flies with gestures and is easy to control.,18159e6b-cdcd-436b-a886-6fb5f742d3c6,29.99,534,true,99,Books99,27,Zidovudine,32,Remote Control Drones,Toys,Fivespan,112 Westerfield Avenue,119-673-2958,ocakerk@newyorker.com
34,Grilled Vegetable Medley,"A mix of grilled vegetables, ready to heat for quick side dishes.",994c3544-bc03-4e95-960d-4944cde11329,4.49,313,false,100,Books100,58,Good Sense tussin,47,Vegetable Dishes,Food - Vegetables,Mybuzz,112 Westerfield Avenue,119-673-2958,ocakerk@newyorker.com
127,Frozen Burritos,Easy-to-heat frozen burritos for a quick meal.,f5622fc5-8c67-406e-afbd-2e75f367d625,8.99,866,true,100,Books100,33,Neutrogena Nourishing Eye Quad,17,Frozen Entrees,Food - Frozen Foods,Mybuzz,112 Westerfield Avenue,119-673-2958,ocakerk@newyorker.com
157,Self-Cleaning Cat Litter Box,Automated litter box that cleans itself after each use.,61afa650-1354-4754-8475-4485ca0ca37d,199.99,480,false,100,Books100,64,Buspirone HCl,21,Cat Care,Pets,Mybuzz,112 Westerfield Avenue,119-673-2958,ocakerk@newyorker.com
402,Dish Soap Dispenser,Stylish dish soap dispenser with sponge holder.,5b10f890-f92b-467e-9560-8e83a492e3ee,18.99,944,false,100,Books100,54,Propranolol Hydrochloride,64,Kitchen Accessories,Kitchen,Mybuzz,112 Westerfield Avenue,119-673-2958,ocakerk@newyorker.com
478,Vegetarian Sausage Links,Plant-based sausage links with spices and herbs.,7caef1b0-3899-4f53-a2ce-59c5c7cd42ef,5.89,729,true,100,Books100,35,White Birch,67,Plant-Based Meats,Food - Meat Substitutes,Mybuzz,112 Westerfield Avenue,119-673-2958,ocakerk@newyorker.com
622,Cotton Sweatpants,Soft and breathable cotton sweatpants perfect for lounging or workouts.,7650f151-c75e-47ea-86fa-ab371d110484,29.99,171,false,100,Books100,89,Nux Vomica Kit Refill,32,Bottoms,Clothing - Bottoms,Mybuzz,112 Westerfield Avenue,119-673-2958,ocakerk@newyorker.com
642,Frozen Berry Medley,"A mix of strawberries, blueberries, and raspberries, great for smoothies or desserts.",778f076e-df8f-4620-a55e-bc986f0f5d5e,5.49,201,true,100,Books100,59,VENLAFAXINE HYDROCHLORIDE,44,Frozen Fruits,Food - Frozen Foods,Mybuzz,112 Westerfield Avenue,119-673-2958,ocakerk@newyorker.com
738,Californian Raisins,"Sweet dried raisins, perfect for snacks or baking.",948c10a4-f3aa-4932-a07e-812a83ec2f07,3.19,306,true,100,Books100,98,Effexor,16,Dried Fruits,Food - Dried Fruits,Mybuzz,112 Westerfield Avenue,119-673-2958,ocakerk@newyorker.com
891,Peanut Butter Granola,Crunchy granola full of peanut butter flavor and oats.,7788c5a8-4080-4db5-b7b9-b2d22addf1ee,4.99,518,true,100,Books100,34,Whole Care,98,Granola/Cereal,Food - Breakfast,Mybuzz,112 Westerfield Avenue,119-673-2958,ocakerk@newyorker.com
960,Zucchini Noodles,"Spiralized zucchini, a healthy alternative to pasta.",ecf9a4e1-41bf-4cd5-b96e-424b4ec2db21,3.99,627,true,4,Clothing4,85,Heparin Sodium,94,Pasta Alternatives,Food - Vegetables,Jaxnation,2 Golf Crossing,449-428-8340,bmckeemanqn@bing.com
248,Coloring Books for Adults,Intricate designs for adults to relax and unwind.,d9469479-81fe-41ef-a725-962f7ae09a37,14.99,660,true,5,Clothing5,36,smart sense famotidine,58,Arts & Crafts,Books,Photolist,2 Golf Crossing,449-428-8340,bmckeemanqn@bing.com
